"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,
"Nicaragua","278","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.3845","31.612","30.1903","32.9367","40.0131","57.8126","59.5049","62.7253","76.9284","116.345","152.051","149.087","159.118","211.601","197.972","218.011","159.213","266.588","629.186","476.981","2092.92","333.65","448.59","445.937","446.566","362.651","222.438","231.036","225.389","221.309","204.871","227.462","235.7","236.176","160.519","71.399597313354","54.65319279875","31.5885860331596","26.4812139121947","29.4488280918531","30.8722810632973","29.2722310288096","28.5004742391323","29.5054006883163","29.3340660350679","29.3991210909961",
"Niger","692","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.11444","10.3813","12.3703","13.1812","18.3258","16.1786","14.8533","12.0946","14.6633","14.6902","19.2802","32.469","35.027","43.9236","54.6873","66.2312","60.926","61.5788","61.5803","55.8734","56.7953","56.3409","57.2867","60.2078","87.1516","81.7954","77.0167","83.4355","79.9488","83.7290676204656","88.8172367812941","109.165206746078","109.248301029596","87.4014826859363","76.7174954679804","66.3208910566132","27.1425701207636","25.1476383720709","21.0573076986134","27.7404657590174","24.290267952419","27.8095706467689","26.7596221498012","27.223693511716","33.4198031344987","45.0595740456619",
"Nigeria","694","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.4542386878715","20.0527150783753","16.413","11.6904","11.1162","13.736","13.0592","10.482","9.05054","13.0447","19.1644","18.7219","18.5498","25.2961","36.9946","61.1068","63.9411","69.6743","114.377","146.66","136.6","140.199","120.398","140.194","127.776","193.671","183.731","100.088","68.3617","79.5138","89.7795","83.5559","82.3007","83.4723","43.2656911398078","41.9741956042488","35.4880005499772","18.9269062392149","7.70771518998752","8.11633081955416","7.27610807306513","8.61723175535839","9.59715437489022","10.1936925921514","10.4208246122901","10.5008843021498","10.5789527610903","11.5032433861457",
"Sweden","144","Debt to GDP Ratio","GGXWDG_GDP","Value","34.3278299072538","34.2505670175383","33.8373818767035","33.9362637077178","33.3958374068432","26.686926098783","22.3449786923164","19.6603511320786","17.9541607370082","21.885798024435","24.1878411396221","21.6572944677177","14.4912336080265","13.5534252203305","14.0080099384301","11.4850975265784","10.9284605088847","10.343874027664","9.37994111154505","8.9449292210627","9.04109955537111","9.20667364128628","9.20179393867658","6.80148817858371","6.54067502102378","6.2659130606581","5.77834601863043","5.2598709737398","5.44410092799238","3.43075734185178","3.86204097931686","4.09832046948392","3.95053867989893","3.96015100774261","3.97235611299791","3.86540659942189","3.58155714952838","3.05427617579016","2.85594958414358","2.21837691303039","2.13505571396892","2.63438360404553","2.90849767204653","2.56462307036694","2.25413554129324","2.36314181152989","2.26281914287261","2.40249053662247","2.69510890903315","2.65648111854498","2.35883119498736","2.75896601556848","2.56139354436059","2.03892440051713","2.3074597122659","1.72705584910469","2.1330670650712","1.62385383763343","3.12097115825863","3.90237886037906","6.40672750902844","7.24388659521122","6.46362112050083","6.5582757225653","8.22598787860632","9.4246321176386","11.0548844193425","11.5582258767542","13.307512960427","13.1229022455921","12.6682996420206","12.3497743994168","10.9680347244189","9.24543972007342","9.26227566901462","10.3148859574752","12.1820894810082","12.9181124485195","16.6977900129164","17.5384522604321","17.2315462315462","16.8228317272053","16.8264419475655","16.5137283236994","16.9849042709867","18.4285182427401","19.2255832037325","19.9887083671812","20.557757296467","18.8914079422383","18.177253814147","17.6071240105541","18.0294964028777","18.3729535036018","19.2393998695369","17.7308634415187","17.0684642438453","15.7347305389222","14.4694219066937","14.9827780384796","15.0958185053381","16.0409881061299","15.8951163852122","14.6251264755481","16.095409015025","15.3962977867203","15.1492114695341","15.5772895001677","16.958703520895","17.1979745181313","16.2955124317768","15.9237333333333","16.7476098369715","15.3231297709924","18.6872489959839","18.0587241233629","16.6644295302013","16.3447589247618","18.2020002198044","14.6503365744203","12.1488878064621","16.0437460182629","20.3502098635887","20.5106717297368","20.7202637585595","20.3640634174985","19.9781257195487","20.3205918618989","20.1456632090046","19.0373443983402","18.431934493347","21.6137721044619","26.9109751529529","29.6070800903841","26.9535283993115","26.5460561425979","23.4591194968553","20.0988408662054","20.66757377328","20.5991396167384",,,,,,,,,"41.6192028985507","40.4815699658703","37.6102803738318","31.3651515151515",,,"28.7253699788584","29.0482","28.0384057971014","28.5054237288136","29.4730337078652","20.52416918429","25.4321329639889","26.0012738853503","22.9741784037559","20.7111834961998","18.7087378640777",,,"16.1165413533835","17.6295774647887","17.6477124183007","28.9601027762728","29.3485089704832","29.1973198833927","28.4920432485461","28.8581137921771","28.0349463931669","26.1439763822031","28.3735974874142","32.7575834894755","37.551171819304","46.9233748422351","55.3711432124937","65.5552738572472","69.5921808966486","70.8792397221746","70.3989613882882","69.6785614387808","61.8687308856547","55.5131390500477","50.4168013052799","46.3218601838413","55.0196757190035","73.344424704702","78.194997141569","82.501074891516","81.0559385491068","84.36039408495","82.9774421776028","81.9877690338485","73.2048553582293","64.2890343495125","62.6742076264926","60.2324001587802",,"47.682430132098","47.9702148209092","42.9802254281189","38.1089718606283","36.6838873196031","40.1952982339413","37.5875640697115","36.9405594357783","37.1737950499349","39.7713844021169","44.7814671995986","43.3966596958351",
"Italy","136","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39.4182813322566","40.9099011402123","51.8493900721721","61.1048907192872","68.0489295409882","69.257704910858","86.0901740505302","82.4599607154664","87.4744197878208","95.7842917374307","95.792755800814","88.7552971223475","79.6796531271816","78.6206668719663","89.7842641878406","101.305085911474","91.3649476294912","97.1508926870417","98.5786887144994","91.5818622245402","111.69787764847","111.434739552752","116.33072534835","117.159932478775","109.090313781485","105.902352117034","115.199610706453","119.924580196278","120.934540340501","105.807685251761","105.60873343901","116.890711737145","116.069768759001","124.712633353252","120.827891111976","123.04912053948","128.001879208106","117.023650566987","116.472080804475","109.76406673619","106.82629991545","110.208185200582","102.056926232603","103.70735175857","100.89244943795","95.5849110294225","85.7998289379215","90.2992682860962","84.4650459033283","87.1152408691576","79.315521048496","77.6951897082391","77.2419328473544","82.0028873285304","84.3117901938657","74.9225925877439","92.0250517503973","93.5947863858468","132.254402775143","159.720009405515","152.24266952778","140.920730223803","143.489280331116","142.817335725751","103.777619278848","89.3940448297042","99.6560055224631","97.7361288988865","97.422812259139","106.628008252699","101.3397230111","79.9918993269407","86.3515258773808","89.5009092522279","80.7179368727547","80.2261353455325","72.1432718315055","71.435531851461","69.3858944525043","72.559393889233","89.4411068664141","100.48234238956","102.520619696034","90.930739498361","72.4279947100991","39.8555151982879","24.2139448242317","26.9727313151239","29.5804989028408","29.4743976177609","29.9106510967744","31.6236828579822","32.4847633639441","34.0800311634123","33.8923204619192","32.9178304842481","32.1336291472198","32.0170806324962","33.1434514956837","31.4270172933646","30.0154237269155","28.9583568899419","27.1734878540744","27.2052061778928","28.3866041242981","33.440759923264","33.264663661135","35.8250531881877","36.5286608757254","37.1067817995426","41.9521552273039","47.7001500266326","50.6377562060689","50.1715185094917","56.6396066504373","56.2079534360718","55.2249298242348","59.4461413493643","58.2460735145371","56.0843791763098","58.459851914043","63.1425417806009","69.4034173687591","74.9010955574933","80.90156778121","85.1178408529161","89.1143859347246","90.8344973400192","93.3121320173651","95.2229017842478","98.5903454516894","105.490837531465","115.661837428412","117.865121605253","108.689247744126","117.711854738588","113.426445355868","110.80770514513","109.658759862173","105.109524508863","104.729800060051","101.922924310853","100.484939347528","100.089128208881","101.94049107017","102.557091691562","99.7758630973091","102.39029208064","112.51944524623","115.377924170232","116.498951730759","123.338680663945","129.004386473358","132.528477563198","132.712549469192",
"Slovak Republic","936","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.53012","23.97038","21.36007","19.13523","18.53946","20.99641","22.73568","22.78429","24.00707","36.3958","41.69","42.3656080940312","41.4621999117122","33.9284186227003","30.7671057087351","29.8977170808658","28.2136924146511","36.007897396523","40.8153180425956","43.2689413942501","52.3690969345485","54.9874720660933","53.8972795273715","52.9080014550895",
"Slovenia","961","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.12055","18.51055","16.7762597449307","20.1218419424321","20.7028702430333","21.2490725255974","22.0158558698303","29.0106866998201","28.5409612801937","28.395809080326","27.0439271452226","26.8329436592743","26.3024094489267","25.9999873238812","22.6566455966273","21.648854318177","34.4788780684728","38.1765069347133","46.4379897171261","53.8962572043608","71.0104657670023","80.8922008764505","83.1485610578169",
"Solomon Islands","813","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.7368","11.6713","15.3053","20.2667","25.6317","43.8357","62.8845","73.5178","72.7881","75.2843","64.7588","67.3856","54.303","52.9082","51.3712","47.5464","42.5647","41.2268","50.5498","51.9088","55.3944","70.1831","86.9857","84.7603","75.39","63.8722","48.3626720485362","43.9061689570819","35.4906750684864","33.8537915483107","28.9286828052838","21.7193638345911","17.5951349949369","15.5393324518889","13.2776342905059","10.3825675344089",
"South Africa","199","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91.7029702970297","99.0358306188925","96.7230320699709","90.6986666666667","84.8269230769231","72.2051282051282","68.5627240143369","80.0244399185336","96.118451025057","92.104821802935","89.2865497076023","87.7951582867784","88","87.8103448275862","87.450915141431","89.6160267111853","99.6987295825771","113.674044265594","124.587982832618","112.734463276836","100.409317803661","87.6482558139535","72.0234680573664","68.8918918918919","68.4502369668246","68.7869955156951","64.9523809523809","66.2959641255605","67.8333333333333","71.5582450832073","74.4736091298146","78.4303630363036","78.3372021991448","72.2163355408389","66.8229426433915","66.8480954566315","63.3848568065908","61.6111111111111","59.3615591397849","57.6970056329677","56.6937086092715","55.5847080387536","53.8981324278438","53.8295716259788","55.4150731158605","53.919897741798","52.9199277543648","52.8106060606061","52.6425146510389","46.2226481392749","30.3484602917342","44.1114058355438","45.7104557640751","41.0956066717541","42.6719951436665","44.3603963996727","43.2956716789898","41.0915944214097","41.1241031092214","38.1921658739913","33.6983042048797","32.798484379833","42.467926610567","45.2615451958853","44.736418726873","41.9282460903318","33.284","27.4318","31.3229","28.7053","23.1982","26.3431","32.4962","33.4927","30.6096","33.3289","31.784","34.7358","34.7782","39.8476","46.4245","46.9691","44.3337","45.7577","45.8013","45.9312","43.3167994725359","42.4018108405726","35.5473130337272","35.4275188834229","34.3926648846727","33.212302669385","31.35511579863","27.0606996343213","26.5056691189724","30.0782756311917","34.6751901741189","38.2270950527159","40.9985340983476","43.9855931823734","46.8954182794083","49.7781289179369",
"South Sudan","733","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.90572816534267","17.5948644857105","37.4598638913858","63.6487623259207",
"Spain","184","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"161.715899729316","149.132821075741","115.478028198004","74.9371669850206","73.0773299481646","73.2686980609418","74.5926569628503","77.6930084263266","77.6811262447064","83.5822707953856","82.7565489065129","80.3529958197863","80.7562457798785","79.7088663431848","83.3982138768033","84.75546901844","95.9004568405867","91.3731050278111","103.315132605304","114.822986661318","119.700959187512","118.887900355872","123.605189990732","109.306115447294","108.285493959387","108.339821783891","107.97794434393","98.7571247625079","102.97539893617","101.004292540698","88.2823687979109","82.5935320228282","82.0386810399493","76.7330028852556","66.4125","58.2353658536586","47.6865","37.3572549019608","38.6937728937729","31.3127596439169","37.9392097264438","55.1884758364312","59.131906614786","58.8208178438662","56.6636678200692","54.6789137380192","56.3524115755627","59.4625","61.4377419354839","64.0735849056604","63.9736507936508","63.0501567398119","62.4562310030395","65.0749226006192","61.4558739255014",,,,,,"59.8601336302895","55.4887125220458","53.5934351145038","50.2023255813953","51.5909090909091","22.4354822335025","44.5396396396396","39.98",,,,,,"28.1626007326007","29.4565084745763","23.7199031476998","23.9334388185654","22.7493345323741","19.4048286604361","20.4994259818731","20.5159057437408","17.7238095238095","15.4724282560706",,,"11.003166547534","10.9467490729295","10.9548349834983","11.0280019636721","11.3182391022874","11.5373136645963","10.5349006849315","10.7242482517483","9.91952173913043","8.40504508036064","7.25030408773679","13.0038706110036","15.3279581608194","14.3281987356424","15.3887746553956","17.2143562726375","22.192114978903","24.5192435542764","29.6263444604595","36.1577024698074","41.018504660905","42.2302546321995","42.0714797495158","38.6455177262744","40.0183820387058","41.4583319134769","42.0198982825371","44.2975976392867","54.770805992485","57.2316328565121","61.8161918538602","65.8556341056123","64.5684440852559","62.6231048247661","60.913463030346","57.9585677369439","54.1627241511419","51.2680500688654","47.6401218710795","45.2610734601008","42.2838452081851","38.906585586533","35.5103594813875","39.3987242509678","52.7045727011382","60.0657865156585","69.4619949496129","85.4108429414156","93.6746787462474","99.2870917054055","99.2599490376345",
"Sri Lanka","524","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.2619887897031","20.3834288232702","23.5531057875769","21.6930158094857","18.5627674750357","20.3751857355126","23.0426252898163","25.1962931760741","28.8745677459918","33.3692399760622","39.6440855391057","39.2765554565769","35.5990778551795","35.8179567039726","38.5358946543477","41.6172616927888","43.0648104871262","45.9479269733652","43.4395995598849","40.4380693632799","44.0057024116847","45.1155791388492","43.8188746342535","40.8228313646824","42.9809889819846","50.5283881884693","68.147587348238","71.1424835599754","66.5222821848815","71.8488540515906","73.5824876291877","78.4614066117586","78.288081373589","66.5578168204164","78.6406455250769","85.015527121736","94.0929457162242","97.6788081204041","105.122998459029","93.3834047712002","95.2235151798266","92.2053897934031","93.6598165705487","92.1520377279819","92.0455623736848","90.177147339987","82.9836055969271","87.8294916851439","91.9137036882838","93.6964835105133","99.802839119721","102.096896341586","102.270712023476","102.328488871225","90.6054023553663","87.8846625015313","84.9972112684872","81.3697518887102","86.0635332750259","81.9086333872462","78.452077716594","79.1722800945932","78.3153202070962","75.5354677667818","76.0355873873527",
"St. Kitts and Nevis","361","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39.8959","44.6851","44.1801","42.2959","42.9777","43.1494","44.3651","48.7957","42.072","37.4263","34.5473","37.7087","49.2706720841908","67.0849702181199","77.4161429247953","89.184837169421","96.7952357824449","104.756567382557","119.781907716977","142.639926927136","154.888609559005","157.942395657328","143.781194770709","135.001928047845","131.931770255737","144.119784613852","159.311883884645","151.677354968072","138.396493294487","101.174623327217","79.7595661656016","67.7595228466369",
"St. Lucia","362","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.2879","19.6111","19.9343","20.2709","21.1753","21.1781","24.2776","23.2445","22.7775","20.3200146169741","23.5717218882016","26.3909714554518","27.2973185109782","28.2330812392363","27.2509367753278","28.6352183542888","32.3794357605169","35.0021417005208","34.2883418743109","38.5697213782029","45.6718393518864","58.6582076152533","54.6043336550738","59.1578450143277","61.9186842632755","58.0356258467029","56.7502546522388","56.0933981130529","60.4264369012699","63.2689706508728","67.6167656548261","74.7701072535956","80.5933826371489","80.9029804569937","79.2325714963018",
"St. Vincent and the Grenadines","364","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.5446","18.7371","22.9914","20.9176","22.5786","22.8162","28.1137","31.3647","32.1104","31.3241","30.1603","35.8894","41.431","38.4712","40.697","58.5875627811892","56.5390010841465","53.8499982131124","52.227549693888","57.3695416136149","50.8333498060375","44.1845839676449","42.1357876345498","42.9393396790255","57.4061561556767","58.9373633309276","56.5243212755358","56.4588618541071","53.9097835277587","62.0151594609809","65.4486447467692","64.1159666750231","53.323253596736","56.74090175844","63.5715317782654","65.4487189893116","68.7674888102044","72.0152762456485","74.6315923282265","79.7241491167532","79.2886962589706",
"Sudan","732","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"454.864250777704","262.60756772922","354.994284021468","219.552056385112","202.885330184757","146.236963035243","173.560015351931","164.267827640759","153.634989549899","151.26132397188","148.243999792806","141.591922720821","118.13181108591","94.9534732372716","74.9791685700575","70.7111397715394","68.8494055918449","72.1121463905172","73.1156860967274","70.5838028656237","94.2463153191066","89.867344530562","77.2598365913922","72.9075544299877",
"Suriname","366","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.0983998586446","30.0039826246353","27.9664549534546","26.8259587051716","4.96319620235471","4.98822351612623","3.08222390234181",,,,,,,"36.2297335158409","50.2953285517882","71.5528676542435",,,,"78.0383582665069","81.0659178761197","68.9430945677816","54.6648432799184","32.6555613607209","17.4088374267824","12.6028578013733","17.9682151041558","23.1755035612514","34.5883912915587","38.2692403592852","39.8259766543217","38.1178214429574","33.5056877818373","31.5697623729434","28.8411059954551","23.965166181144","17.3768046596433","15.6386399575626","15.5525877634961","18.4698588722424","19.8331270474882","21.3849329880967","31.4342867522315","29.0165598278465","43.4567580735773",
"Swaziland","734","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.9028","15.3153","14.7577","17.787","13.5304","14.4469","10.9246","10.408","26.9753","26.2577","22.4792","21.0558","24.0059","22.9091","22.7909","38.7806","45.9999","37.0361","32.9146","32.6909",,,,"15.277885520332","13.4538584187913","12.5875964976964","12.5653873316136","12.0738825802782","15.697394706032","16.9532118863891","19.3918346240442","20.9685002367588","18.7066285541649","19.0301885759582","15.1969166541984","13.5018821842142","14.8578294678551","16.463169135975","14.7378339630794","10.5651031902229","13.7799466249719","14.2635220301553","14.6861384490425","14.8319244555265","13.6681447279382","17.2926484855079",
"Bulgaria","918","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.4915909090909",,,,"32.4998214285714","71.3748214285714","46.1187755102041","51.7248888888889","58.0279487179487","63.7527777777778","63.766","59.0281081081081","56.063","47.2491489361702","42.7037254901961","38.7525423728814","38.8059701492537","33.2258426966292","33.4213114754098","32.7160493827161","33.18568","41.6541958041958","48.5176946107784",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170.642","289.554","172.303","104.33","141.312","96.4412","76.3083","74.2507",,"67.288589157911","53.542651170232","45.579145816208","37.8550677976809","28.5170247027617","22.6579886402069","17.4569364515873","14.6520701408095","14.6078017648795","14.275050417357","14.5183188798211","16.7683948459423","17.2237859816111","26.4343193725175","26.297819361204",
"Burkina Faso","748","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.8863","12.458","14.8587","15.9666","16.2958","19.1963","22.023","26.9404","30.6108","32.1515","31.0162","34.5072","32.4213","28.7227","28.7411","32.2221","33.1763","37.647","61.7974","54.8851","51.4378","54.2733","53.4754","52.0708","53.7114","52.7253","48.6694077627874","44.6189838308337","45.835968261579","44.0917275505446","22.599496780442","25.3306120465364","25.1633018233673","28.4941875406409","29.3171839697356","29.8035486735407","28.3481786192572","28.6927366681982","30.2425321316126","32.7976353873149",
"Burundi","618","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.80698474667135","5.1641964872275","5.90499111811031","7.30627591923123","8.45541538679149","7.74183926617764","8.46277","6.92218","7.54463","7.82337","7.27374","8.85754","10.2826","12.3989","17.3294","22.173","19.1981","22.6692","27.1671","36.8035","44.1714","47.5824","54.7013","74.0156","80.7763","82.6797","83.481","83.9328","93.2998","111.86","97.3800281696181","95.3414099765254","113.475283792983","99.9647562812135","113.044036773573","122.732973088211","136.425112633168","127.386668216573","159.08831200243","171.969259033714","172.738335996189","136.980118850166","130.254850522941","129.613245630715","102.513812625571","25.6881661611879","46.9116532462445","39.757628581761","39.9298574796414","36.555500514585","33.8661681440272","42.4452834185769",
"Lesotho","666","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.32046","3.93859","5.17989","6.79329","13.8951","12.8642","19.2003","24.7937","33.3116","47.2719","46.5687","47.1709","72.2839","80.6644","83.149","86.9112","91.4249","83.5561",,"73.6750486154918","81.4371547967056","76.6137520990674","71.8564693721137","81.9269920480987","75.1037116998311","90.8218952284636","94.8853445614689","101.188402257071","126.092293061166","93.3594460932525","62.6447087159256","55.7148341205426","60.2628261926785","62.5853831090935","58.1629791383199","50.8251071672384","37.6179572999411","35.2451667129751","37.9798881057768","40.3284570096909","43.3668921727353","49.5270871910433","58.3294481286124",
